0.767494  0.641057
0.908017  0.418933
-0.412866  -0.910792
-0.797941  -0.602735
-0.0453414  -0.998972
-0.816233  0.577722
0.91286  0.408272
0.98178  -0.190023
-0.453692  0.891159
0.992951  -0.118529
0.995277  0.097074
0.954973  0.296694
0.104638  0.99451
0.945562  -0.325442
0.995542  0.0943159
-0.62689  0.779108
-0.0601297  0.998191
-0.676784  0.736182
-0.428779  -0.903409
0.972242  -0.233977
0.911011  -0.412382
-0.687408  -0.726272
0.768488  0.639864
0.215078  -0.976597
0.655323  -0.755349
0.11365  0.993521
-0.973116  0.230315
-0.280024  -0.959993
0.966154  -0.257968
-0.2553  0.966862
-0.999816  0.0191786
-0.995951  0.0899005
0.767494  0.641057
